Var_1,Var_2,Var_3,Var_4,Var_5,Var_6,Var_7,Var_8,Var_9,Var_10,Var_11,Var_12,Var_13,Var_14,Var_15,Var_16,Var_17,Var_18,Var_19,Var_20
-0.789936308,-0.830534604,-0.721323215,-0.281542215,-0.947979884,-1.024787206,0.14411726158540578,0.23776427533036046,-0.004492248,0.024861317879148047,-0.339345864,-0.136793433,0.4332955458974798,0.31538316076524053,0.3497206882941897,0.3348200143733498,0.7014515733755354,0.4764763995333093,-0.551417014,1.3633745655378908
0.21555034264063808,0.5838297342130501,0.4072003227529836,0.3886303603300477,0.21823719382658296,0.28784225721562884,0.102909197,-0.249422207,-0.144618577,0.5149873178512254,-0.886639375,-0.105407507,-0.516076171,-0.949508091,-0.74655891,-0.677567555,-1.139412743,-1.026286603,0.3631336769053133,-0.546606395
1.1580790469642677,0.8392193437151976,1.0173801118940036,1.159500194,0.848442515,1.0421773144452608,1.1011490182078452,1.5077729513592297,1.9634639429143639,1.1298572058118996,1.0060513367982309,1.0607971264145208,0.20470715253392371,0.4098484217491844,-0.55459578,0.3239142422891133,0.18216086658616457,0.44544369085034113,-0.908400968,-0.655660308
-1.729220467,-2.392495308,-2.030542576,-2.448546929,-1.739574266,-1.895605,-0.312991049,-0.035268591,-0.286123939,-0.556834218,-0.268227993,-0.621752641,1.4960288789754295,1.3847288277562952,1.346933338311621,1.3782486219315029,1.4308898333937197,1.3664810130376035,-1.227674052,2.4938110577709955
-0.79974526,-1.081683145,-0.776056577,-0.937472357,-0.386532586,-0.648614209,-0.82203357,-0.092639931,-0.175639813,0.077628102,-0.387139,-0.50920182,0.052804732814842846,-0.772261156,-0.265315423,-0.220737731,-0.26303688,0.23220447834515393,0.1499202184097653,-0.77428439
0.17036949775750077,0.41653474124145773,0.4021910171613182,0.5672032079175579,0.7227044230621291,0.5361187294895148,0.4613073913065392,0.9950962949519517,0.3314760534104484,0.3825269311375588,0.8318574061397327,0.7692201986692132,-0.166101592,-0.577264401,-0.485202012,-0.626679339,-0.531652097,-0.458615679,0.3830090693649956,0.4509171364519715
-1.057901819,-1.373091623,-0.99182084,-1.407475471,-1.054531118,-1.163903959,-1.424240838,-0.928209798,-0.646516605,-0.832883965,-0.839143205,-1.28230065,0.3616333648015079,0.3588758517375225,-0.064770711,0.5147204616006229,0.20523303998832265,0.583410822,-1.11352652,-0.916226209
0.45724693976815667,0.5256574149812342,0.6936310854542324,-0.008693402,1.070123788353673,1.064532710101356,2.026518586660386,1.4045106104379135,2.228146568786416,1.7100488192871688,2.0490220069449046,2.144738440904097,-0.267384145,0.4283255068035573,-0.093394108,-0.255620456,-0.089819424,-0.355479337,-1.146306132,2.2501949787938664
-0.46364665,-0.497622797,-0.381722927,-0.336534354,-0.163085081,-0.086060935,-0.340882648,-0.006762845,0.5151522034168419,0.8485673237528545,-0.037307436,0.7280766226450813,0.816290704,1.121333797963378,1.1456864465788272,1.3473687061690096,1.4190951809031236,1.3720146228098284,-1.091613903,0.05126809
-1.5088697,-1.764163431,-1.786574376,-1.817508125,-1.561732781,-1.477309108,-1.602422572,-0.38806665,-0.525116419,-0.3831959,-0.787473354,-0.297770337,0.4134816141698944,0.3541871928902362,0.3416761473311734,0.33802084890631656,0.3618971190649434,0.279722755,-1.973570688,-0.356867969
-1.826096987,-1.139097287,-1.547603475,-0.973409474,-1.578886707,-1.252545891,-1.175911861,-0.652440486,-1.073079569,-0.662310047,-0.492658406,-1.063269173,0.2084715450977621,-0.035845077,0.49102704251193147,0.049564988,0.4975506943755912,0.33797669637976296,-0.771377936,-0.434442411
1.401498884025214,0.85559674,0.9516301279853566,1.2311073827077423,1.017316800181122,0.6421076949926542,1.8978157806025988,1.9174306031899309,2.0760254860028886,1.4535600359479228,1.4064977452912226,0.9895255757226485,-0.031074366,-0.618109662,-0.721449164,-0.877405721,-0.711638264,-0.72685984,0.8381832690259441,0.9567957361321167
-1.577299093,-0.267687373,-1.376561555,0.12324428367584915,-1.683211383,-0.922674428,-1.871480923,-2.372602896,-1.744936022,-1.663249447,-2.028700633,-1.687135746,0.44890496628800175,1.1221890916715922,0.6939956318711809,0.931773497,0.8935830411414522,0.6378013029287382,0.269316946,1.0307744296517563
-1.640030013,-1.546661046,-1.952019812,-1.717109941,-1.923057809,-1.553521668,0.17772214102829223,-0.089574894,-0.187173933,-0.25381019,-0.400189902,-0.360378252,0.8117993812176462,0.5887576058938345,0.6528804834839814,0.6567422546439339,0.7640268288472127,0.7259667,0.10858864819612153,-0.483082428
-1.351038624,-1.041234648,-1.24110882,-0.862018749,-1.299782946,-0.988306288,-0.548654209,-0.307008114,-0.474741416,-0.397908538,0.24674792525667993,-0.281952916,1.2618656868115519,1.6310832498624428,1.3185231860669206,1.7006422898339897,1.3975268918888766,1.5785454401594705,0.076479326,0.8012161204492039
0.21678248466412114,0.1521899722954952,0.6329736947023651,0.5291986944569138,0.17791817371970473,0.2012399004904397,-0.27289761,-1.091506436,-0.398335327,-0.389891005,-0.708334886,-0.841732794,0.44320288657269463,1.1419931193313757,0.37816376066985835,0.8701552397651258,0.45164103400723216,0.5978936730534437,-1.475665135,1.1274887264279971
-1.201967832,-1.122175177,-1.293842068,-1.266375536,-1.308755121,-1.191277753,0.025214478771346006,-0.039233063,-0.423300019,-0.098615323,-0.259880337,-0.607618324,1.2709047971674883,1.0602750375113583,0.36489669304510686,0.8494466022843004,0.8127959675097834,1.0563360643100164,-0.716134838,-0.156660201
-1.070731338,-1.068071689,-0.617736032,-0.888105857,-0.52938299,-0.567562442,-0.906967572,-1.224204626,-0.556646665,-0.617508427,-0.751767633,-0.653396597,0.7538358607752773,0.4851475265033068,0.2592916464763874,0.38037423118649416,0.4476645344867994,0.490742882,-2.022771724,-1.592577167
-2.359846826,-2.023898731,-1.848503032,-2.169066977,-1.733210732,-1.817942848,0.6541827784005271,-0.205484035,0.6582427971612494,-0.151638668,0.3730546126118498,-0.23557655,1.3656813353264727,1.4038617369360928,1.2258187400860345,1.3871909539211804,1.5078392403605319,1.6507155153320827,-0.418976809,-0.024268731
